Province,Division,District,Indicator,Area Type,Total,Male,Female
Punjab,D.G.Khan Division,Dera Ghazi Khan,Working Age Population,Rural,1739000,846000,893000
Punjab,D.G.Khan Division,Dera Ghazi Khan,Working Age Population,Urban,414000,209000,205000
Punjab,D.G.Khan Division,Dera Ghazi Khan,Labour Force,Rural,910300,543000,367300
Punjab,D.G.Khan Division,Dera Ghazi Khan,Labour Force,Urban,158300,137700,20600
Punjab,D.G.Khan Division,Dera Ghazi Khan,Employed,Rural,834800,506500,328300
Punjab,D.G.Khan Division,Dera Ghazi Khan,Employed,Urban,146300,129200,17100
Punjab,D.G.Khan Division,Dera Ghazi Khan,Unemployed,Rural,75500,36500,39000
Punjab,D.G.Khan Division,Dera Ghazi Khan,Unemployed,Urban,12000,8500,3500
Punjab,D.G.Khan Division,Dera Ghazi Khan,Refined Participation Rate (%),Rural,52.4,64.2,41.1
Punjab,D.G.Khan Division,Dera Ghazi Khan,Refined Participation Rate (%),Urban,38.2,66,10
Punjab,D.G.Khan Division,Dera Ghazi Khan,Unemployment Rate (%),Rural,8.3,6.7,10.6
Punjab,D.G.Khan Division,Dera Ghazi Khan,Unemployment Rate (%),Urban,7.6,6.2,17
Punjab,D.G.Khan Division,Dera Ghazi Khan,Employment to Population Ratio (%),Rural,48,59.9,36.8
Punjab,D.G.Khan Division,Dera Ghazi Khan,Employment to Population Ratio (%),Urban,35.3,61.9,8.3
Punjab,D.G.Khan Division,Dera Ghazi Khan,Agriculture Employee (%),Rural,59.9,45.1,82.7
Punjab,D.G.Khan Division,Dera Ghazi Khan,Agriculture Employee (%),Urban,9.3,7.5,23.4
Punjab,D.G.Khan Division,Dera Ghazi Khan,Industry Employee (%),Rural,20.2,25,12.7
Punjab,D.G.Khan Division,Dera Ghazi Khan,Industry Employee (%),Urban,35.2,36.9,22.8
Punjab,D.G.Khan Division,Dera Ghazi Khan,Services Employee (%),Rural,19.9,29.9,4.6
Punjab,D.G.Khan Division,Dera Ghazi Khan,Services Employee (%),Urban,55.5,55.7,53.8
Punjab,D.G.Khan Division,Dera Ghazi Khan,Formal Activity (%),Rural,15.3,14,21.5
Punjab,D.G.Khan Division,Dera Ghazi Khan,Formal Activity (%),Urban,21.1,18,49.5
Punjab,D.G.Khan Division,Dera Ghazi Khan,Informal Activity (%),Rural,84.7,86,78.5
Punjab,D.G.Khan Division,Dera Ghazi Khan,Informal Activity (%),Urban,78.9,82,50.5
Punjab,D.G.Khan Division,Dera Ghazi Khan,Employers (%),All Areas,0.3,0.3,0.1
Punjab,D.G.Khan Division,Dera Ghazi Khan,Own Account Workers (%),All Areas,35.1,46.5,14.2
Punjab,D.G.Khan Division,Dera Ghazi Khan,Contributing Family  Workers (%),All Areas,33.5,12.2,72.9
Punjab,D.G.Khan Division,Dera Ghazi Khan,Employees (%),All Areas,31.1,41,12.9
Punjab,D.G.Khan Division,Dera Ghazi Khan,Literacy Rate (%),Rural,47.5,62.1,33.6
Punjab,D.G.Khan Division,Dera Ghazi Khan,Literacy Rate (%),Urban,74,81.6,66.3
Punjab,D.G.Khan Division,Dera Ghazi Khan,Underemployment Rate (%),Rural,0.5,0.3,0.7
Punjab,D.G.Khan Division,Dera Ghazi Khan,Underemployment Rate (%),Urban,-,-,-
Punjab,D.G.Khan Division,Dera Ghazi Khan,Mean Hours Work/Per Week,Rural,41.1,47.9,30.7
Punjab,D.G.Khan Division,Dera Ghazi Khan,Mean Hours Work/Per Week,Urban,48.6,50.2,36.7
Punjab,D.G.Khan Division,Dera Ghazi Khan,Total Population,Rural,2326410,1173573,1152704
Punjab,D.G.Khan Division,Dera Ghazi Khan,Total Population,Urban,546221,277754,268423
Punjab,D.G.Khan Division,Layyah,Working Age Population,Rural,1155000,575000,580000
Punjab,D.G.Khan Division,Layyah,Working Age Population,Urban,269000,144000,125000
Punjab,D.G.Khan Division,Layyah,Labour Force,Rural,589700,403100,186600
Punjab,D.G.Khan Division,Layyah,Labour Force,Urban,105500,89100,16500
Punjab,D.G.Khan Division,Layyah,Employed,Rural,577300,394600,182700
Punjab,D.G.Khan Division,Layyah,Employed,Urban,102200,86300,15900
Punjab,D.G.Khan Division,Layyah,Unemployed,Rural,12400,8500,3900
Punjab,D.G.Khan Division,Layyah,Unemployed,Urban,3300,2800,500
Punjab,D.G.Khan Division,Layyah,Refined Participation Rate (%),Rural,51.1,70.1,32.2
Punjab,D.G.Khan Division,Layyah,Refined Participation Rate (%),Urban,39.3,62,13.2
Punjab,D.G.Khan Division,Layyah,Unemployment Rate (%),Rural,2.1,2.1,2.1
Punjab,D.G.Khan Division,Layyah,Unemployment Rate (%),Urban,3.1,3.1,3.3
Punjab,D.G.Khan Division,Layyah,Employment to Population Ratio (%),Rural,50,68.6,31.5
Punjab,D.G.Khan Division,Layyah,Employment to Population Ratio (%),Urban,38,60.1,12.7
Punjab,D.G.Khan Division,Layyah,Agriculture Employee (%),Rural,55.6,43.9,80.9
Punjab,D.G.Khan Division,Layyah,Agriculture Employee (%),Urban,22.8,16.9,54.6
Punjab,D.G.Khan Division,Layyah,Industry Employee (%),Rural,22.3,27,12.1
Punjab,D.G.Khan Division,Layyah,Industry Employee (%),Urban,26.7,27.4,23
Punjab,D.G.Khan Division,Layyah,Services Employee (%),Rural,22.1,29.2,6.9
Punjab,D.G.Khan Division,Layyah,Services Employee (%),Urban,50.5,55.7,22.4
Punjab,D.G.Khan Division,Layyah,Formal Activity (%),Rural,20.8,20.8,20.8
Punjab,D.G.Khan Division,Layyah,Formal Activity (%),Urban,19.3,18.2,30.4
Punjab,D.G.Khan Division,Layyah,Informal Activity (%),Rural,79.2,79.2,79.2
Punjab,D.G.Khan Division,Layyah,Informal Activity (%),Urban,80.7,81.8,69.6
Punjab,D.G.Khan Division,Layyah,Employers (%),All Areas,0.6,0.9,-
Punjab,D.G.Khan Division,Layyah,Own Account Workers (%),All Areas,35.3,43.3,15.8
Punjab,D.G.Khan Division,Layyah,Contributing Family  Workers (%),All Areas,28.4,10.8,71
Punjab,D.G.Khan Division,Layyah,Employees (%),All Areas,35.7,45,13.2
Punjab,D.G.Khan Division,Layyah,Literacy Rate (%),Rural,62.4,75,49.9
Punjab,D.G.Khan Division,Layyah,Literacy Rate (%),Urban,79.2,86.6,70.7
Punjab,D.G.Khan Division,Layyah,Underemployment Rate (%),Rural,0.7,0.4,1.3
Punjab,D.G.Khan Division,Layyah,Underemployment Rate (%),Urban,0.9,-,5.6
Punjab,D.G.Khan Division,Layyah,Mean Hours Work/Per Week,Rural,44.3,49.6,32.8
Punjab,D.G.Khan Division,Layyah,Mean Hours Work/Per Week,Urban,48.8,51.1,36.6
Punjab,D.G.Khan Division,Layyah,Total Population,Rural,987781,502971,484756
Punjab,D.G.Khan Division,Layyah,Total Population,Urban,241847,122972,118841
Punjab,D.G.Khan Division,Muzaffargarh,Working Age Population,Rural,2659000,1350000,1308000
Punjab,D.G.Khan Division,Muzaffargarh,Working Age Population,Urban,544000,285000,259000
Punjab,D.G.Khan Division,Muzaffargarh,Labour Force,Rural,1535300,956800,578500
Punjab,D.G.Khan Division,Muzaffargarh,Labour Force,Urban,210100,174200,35900
Punjab,D.G.Khan Division,Muzaffargarh,Employed,Rural,1418200,892200,526100
Punjab,D.G.Khan Division,Muzaffargarh,Employed,Urban,195400,162500,32900
Punjab,D.G.Khan Division,Muzaffargarh,Unemployed,Rural,117000,64600,52400
Punjab,D.G.Khan Division,Muzaffargarh,Unemployed,Urban,14700,11700,3000
Punjab,D.G.Khan Division,Muzaffargarh,Refined Participation Rate (%),Rural,57.8,70.9,44.2
Punjab,D.G.Khan Division,Muzaffargarh,Refined Participation Rate (%),Urban,38.6,61.1,13.9
Punjab,D.G.Khan Division,Muzaffargarh,Unemployment Rate (%),Rural,7.6,6.8,9.1
Punjab,D.G.Khan Division,Muzaffargarh,Unemployment Rate (%),Urban,7,6.7,8.4
Punjab,D.G.Khan Division,Muzaffargarh,Employment to Population Ratio (%),Rural,53.3,66.1,40.2
Punjab,D.G.Khan Division,Muzaffargarh,Employment to Population Ratio (%),Urban,35.9,57,12.7
Punjab,D.G.Khan Division,Muzaffargarh,Agriculture Employee (%),Rural,59.1,43.3,86
Punjab,D.G.Khan Division,Muzaffargarh,Agriculture Employee (%),Urban,12.6,9.5,27.6
Punjab,D.G.Khan Division,Muzaffargarh,Industry Employee (%),Rural,21.6,28.3,10.2
Punjab,D.G.Khan Division,Muzaffargarh,Industry Employee (%),Urban,32.6,33.8,26.5
Punjab,D.G.Khan Division,Muzaffargarh,Services Employee (%),Rural,19.3,28.4,3.9
Punjab,D.G.Khan Division,Muzaffargarh,Services Employee (%),Urban,54.9,56.7,45.9
Punjab,D.G.Khan Division,Muzaffargarh,Formal Activity (%),Rural,16.9,16.4,20
Punjab,D.G.Khan Division,Muzaffargarh,Formal Activity (%),Urban,21.9,20.3,32.4
Punjab,D.G.Khan Division,Muzaffargarh,Informal Activity (%),Rural,83.1,83.6,80
Punjab,D.G.Khan Division,Muzaffargarh,Informal Activity (%),Urban,78.1,79.7,67.6
Punjab,D.G.Khan Division,Muzaffargarh,Employers (%),All Areas,0.4,0.6,-
Punjab,D.G.Khan Division,Muzaffargarh,Own Account Workers (%),All Areas,37.5,44,25.3
Punjab,D.G.Khan Division,Muzaffargarh,Contributing Family  Workers (%),All Areas,29.9,11.9,63.7
Punjab,D.G.Khan Division,Muzaffargarh,Employees (%),All Areas,32.2,43.5,11
Punjab,D.G.Khan Division,Muzaffargarh,Literacy Rate (%),Rural,45.9,61,30.3
Punjab,D.G.Khan Division,Muzaffargarh,Literacy Rate (%),Urban,64.8,73.5,55.2
Punjab,D.G.Khan Division,Muzaffargarh,Underemployment Rate (%),Rural,2.3,2.6,1.9
Punjab,D.G.Khan Division,Muzaffargarh,Underemployment Rate (%),Urban,0.7,0.5,1.2
Punjab,D.G.Khan Division,Muzaffargarh,Mean Hours Work/Per Week,Rural,40.6,48.4,27.6
Punjab,D.G.Khan Division,Muzaffargarh,Mean Hours Work/Per Week,Urban,48.6,51.6,33.7
Punjab,D.G.Khan Division,Muzaffargarh,Total Population,Rural,3630138,1864893,1765011
Punjab,D.G.Khan Division,Muzaffargarh,Total Population,Urban,698411,358192,340134
Punjab,D.G.Khan Division,Rajanpur,Working Age Population,Rural,1167000,591000,576000
Punjab,D.G.Khan Division,Rajanpur,Working Age Population,Urban,252000,123000,129000
Punjab,D.G.Khan Division,Rajanpur,Labour Force,Rural,642800,400300,242500
Punjab,D.G.Khan Division,Rajanpur,Labour Force,Urban,101100,82000,19100
Punjab,D.G.Khan Division,Rajanpur,Employed,Rural,627100,388600,238600
Punjab,D.G.Khan Division,Rajanpur,Employed,Urban,97900,79500,18400
Punjab,D.G.Khan Division,Rajanpur,Unemployed,Rural,15600,11700,3900
Punjab,D.G.Khan Division,Rajanpur,Unemployed,Urban,3200,2500,700
Punjab,D.G.Khan Division,Rajanpur,Refined Participation Rate (%),Rural,55.1,67.7,42.1
Punjab,D.G.Khan Division,Rajanpur,Refined Participation Rate (%),Urban,40.1,66.8,14.8
Punjab,D.G.Khan Division,Rajanpur,Unemployment Rate (%),Rural,2.4,2.9,1.6
Punjab,D.G.Khan Division,Rajanpur,Unemployment Rate (%),Urban,3.2,3.1,3.8
Punjab,D.G.Khan Division,Rajanpur,Employment to Population Ratio (%),Rural,53.7,65.7,41.4
Punjab,D.G.Khan Division,Rajanpur,Employment to Population Ratio (%),Urban,38.8,64.7,14.2
Punjab,D.G.Khan Division,Rajanpur,Agriculture Employee (%),Rural,72.4,58.8,94.5
Punjab,D.G.Khan Division,Rajanpur,Agriculture Employee (%),Urban,19.1,10.2,57.4
Punjab,D.G.Khan Division,Rajanpur,Industry Employee (%),Rural,11.3,16.8,2.4
Punjab,D.G.Khan Division,Rajanpur,Industry Employee (%),Urban,22.7,26,8.4
Punjab,D.G.Khan Division,Rajanpur,Services Employee (%),Rural,16.3,24.4,3.2
Punjab,D.G.Khan Division,Rajanpur,Services Employee (%),Urban,58.3,63.8,34.1
Punjab,D.G.Khan Division,Rajanpur,Formal Activity (%),Rural,13,11.2,35.3
Punjab,D.G.Khan Division,Rajanpur,Formal Activity (%),Urban,16.9,14.7,37.5
Punjab,D.G.Khan Division,Rajanpur,Informal Activity (%),Rural,87,88.8,64.7
Punjab,D.G.Khan Division,Rajanpur,Informal Activity (%),Urban,83.1,85.3,62.5
Punjab,D.G.Khan Division,Rajanpur,Employers (%),All Areas,0.5,0.8,-
Punjab,D.G.Khan Division,Rajanpur,Own Account Workers (%),All Areas,34.8,51,5.4
Punjab,D.G.Khan Division,Rajanpur,Contributing Family  Workers (%),All Areas,41.6,17.9,84.8
Punjab,D.G.Khan Division,Rajanpur,Employees (%),All Areas,23,30.3,9.8
Punjab,D.G.Khan Division,Rajanpur,Literacy Rate (%),Rural,37.6,51.9,23
Punjab,D.G.Khan Division,Rajanpur,Literacy Rate (%),Urban,68,79.5,57.1
Punjab,D.G.Khan Division,Rajanpur,Underemployment Rate (%),Rural,0.2,0.2,-
Punjab,D.G.Khan Division,Rajanpur,Underemployment Rate (%),Urban,-,-,-
Punjab,D.G.Khan Division,Rajanpur,Mean Hours Work/Per Week,Rural,40.7,46.3,31.5
Punjab,D.G.Khan Division,Rajanpur,Mean Hours Work/Per Week,Urban,46,48.3,36
Punjab,D.G.Khan Division,Rajanpur,Total Population,Rural,1658743,855496,803097
Punjab,D.G.Khan Division,Rajanpur,Total Population,Urban,337296,172668,164571
Punjab,Faisalabad Division,Chiniot,Working Age Population,Rural,749000,384000,365000
Punjab,Faisalabad Division,Chiniot,Working Age Population,Urban,328000,168000,160000
Punjab,Faisalabad Division,Chiniot,Labour Force,Rural,407200,278600,128600
Punjab,Faisalabad Division,Chiniot,Labour Force,Urban,131300,110400,21000
Punjab,Faisalabad Division,Chiniot,Employed,Rural,393700,268900,124800
Punjab,Faisalabad Division,Chiniot,Employed,Urban,124000,105500,18400
Punjab,Faisalabad Division,Chiniot,Unemployed,Rural,13500,9700,3800
Punjab,Faisalabad Division,Chiniot,Unemployed,Urban,7400,4800,2500
Punjab,Faisalabad Division,Chiniot,Refined Participation Rate (%),Rural,54.4,72.6,35.2
Punjab,Faisalabad Division,Chiniot,Refined Participation Rate (%),Urban,40.1,65.9,13.1
Punjab,Faisalabad Division,Chiniot,Unemployment Rate (%),Rural,3.3,3.5,2.9
Punjab,Faisalabad Division,Chiniot,Unemployment Rate (%),Urban,5.6,4.4,12.1
Punjab,Faisalabad Division,Chiniot,Employment to Population Ratio (%),Rural,52.6,70.1,34.2
Punjab,Faisalabad Division,Chiniot,Employment to Population Ratio (%),Urban,37.8,63,11.5
Punjab,Faisalabad Division,Chiniot,Agriculture Employee (%),Rural,59.9,51.7,77.5
Punjab,Faisalabad Division,Chiniot,Agriculture Employee (%),Urban,6.4,6.5,6.2
Punjab,Faisalabad Division,Chiniot,Industry Employee (%),Rural,19,23.2,9.8
Punjab,Faisalabad Division,Chiniot,Industry Employee (%),Urban,36.7,39.3,22
Punjab,Faisalabad Division,Chiniot,Services Employee (%),Rural,21.1,25,12.7
Punjab,Faisalabad Division,Chiniot,Services Employee (%),Urban,56.9,54.3,71.8
Punjab,Faisalabad Division,Chiniot,Formal Activity (%),Rural,21.4,21.7,20.2
Punjab,Faisalabad Division,Chiniot,Formal Activity (%),Urban,16.4,12.5,38.8
Punjab,Faisalabad Division,Chiniot,Informal Activity (%),Rural,78.6,78.3,79.8
Punjab,Faisalabad Division,Chiniot,Informal Activity (%),Urban,83.6,87.5,61.2
Punjab,Faisalabad Division,Chiniot,Employers (%),All Areas,1,1.3,-
Punjab,Faisalabad Division,Chiniot,Own Account Workers (%),All Areas,39.7,47.6,18.9
Punjab,Faisalabad Division,Chiniot,Contributing Family  Workers (%),All Areas,26.9,14.7,58.9
Punjab,Faisalabad Division,Chiniot,Employees (%),All Areas,32.4,36.4,22.2
Punjab,Faisalabad Division,Chiniot,Literacy Rate (%),Rural,45.9,60,31
Punjab,Faisalabad Division,Chiniot,Literacy Rate (%),Urban,65.7,73.5,57.6
Punjab,Faisalabad Division,Chiniot,Underemployment Rate (%),Rural,0.5,0.7,0.2
Punjab,Faisalabad Division,Chiniot,Underemployment Rate (%),Urban,2,2.4,-
Punjab,Faisalabad Division,Chiniot,Mean Hours Work/Per Week,Rural,54.4,59.4,43.5
Punjab,Faisalabad Division,Chiniot,Mean Hours Work/Per Week,Urban,53.2,54.7,44.8
Punjab,Faisalabad Division,Chiniot,Total Population,Rural,946429,483451,462899
Punjab,Faisalabad Division,Chiniot,Total Population,Urban,422230,216155,206015
Punjab,Faisalabad Division,Faisalabad,Working Age Population,Rural,3244000,1653000,1591000
Punjab,Faisalabad Division,Faisalabad,Working Age Population,Urban,3081000,1558000,1523000
Punjab,Faisalabad Division,Faisalabad,Labour Force,Rural,1764600,1210400,554200
Punjab,Faisalabad Division,Faisalabad,Labour Force,Urban,1294400,1109200,185100
Punjab,Faisalabad Division,Faisalabad,Employed,Rural,1629900,1121400,508600
Punjab,Faisalabad Division,Faisalabad,Employed,Urban,1208500,1038900,169600
Punjab,Faisalabad Division,Faisalabad,Unemployed,Rural,134700,89000,45700
Punjab,Faisalabad Division,Faisalabad,Unemployed,Urban,85800,70300,15500
Punjab,Faisalabad Division,Faisalabad,Refined Participation Rate (%),Rural,54.4,73.2,34.8
Punjab,Faisalabad Division,Faisalabad,Refined Participation Rate (%),Urban,42,71.2,12.2
Punjab,Faisalabad Division,Faisalabad,Unemployment Rate (%),Rural,7.6,7.4,8.2
Punjab,Faisalabad Division,Faisalabad,Unemployment Rate (%),Urban,6.6,6.3,8.4
Punjab,Faisalabad Division,Faisalabad,Employment to Population Ratio (%),Rural,50.2,67.8,32
Punjab,Faisalabad Division,Faisalabad,Employment to Population Ratio (%),Urban,39.2,66.7,11.1
Punjab,Faisalabad Division,Faisalabad,Agriculture Employee (%),Rural,46.7,34.1,74.3
Punjab,Faisalabad Division,Faisalabad,Agriculture Employee (%),Urban,2.8,1.6,10.1
Punjab,Faisalabad Division,Faisalabad,Industry Employee (%),Rural,28.6,35.7,13
Punjab,Faisalabad Division,Faisalabad,Industry Employee (%),Urban,42.7,43.9,35.8
Punjab,Faisalabad Division,Faisalabad,Services Employee (%),Rural,24.7,30.2,12.6
Punjab,Faisalabad Division,Faisalabad,Services Employee (%),Urban,54.5,54.5,54.1
Punjab,Faisalabad Division,Faisalabad,Formal Activity (%),Rural,36.6,37.1,33.4
Punjab,Faisalabad Division,Faisalabad,Formal Activity (%),Urban,35.4,34.2,43.1
Punjab,Faisalabad Division,Faisalabad,Informal Activity (%),Rural,63.4,62.9,66.6
Punjab,Faisalabad Division,Faisalabad,Informal Activity (%),Urban,64.6,65.8,56.9
Punjab,Faisalabad Division,Faisalabad,Employers (%),All Areas,2.2,2.9,0.1
Punjab,Faisalabad Division,Faisalabad,Own Account Workers (%),All Areas,30.8,35.4,16.2
Punjab,Faisalabad Division,Faisalabad,Contributing Family  Workers (%),All Areas,22.1,11.7,55.4
Punjab,Faisalabad Division,Faisalabad,Employees (%),All Areas,44.9,50.1,28.3
Punjab,Faisalabad Division,Faisalabad,Literacy Rate (%),Rural,61.1,70.3,51.6
Punjab,Faisalabad Division,Faisalabad,Literacy Rate (%),Urban,77.9,81.5,74.2
Punjab,Faisalabad Division,Faisalabad,Underemployment Rate (%),Rural,0.9,0.7,1.1
Punjab,Faisalabad Division,Faisalabad,Underemployment Rate (%),Urban,0.9,0.6,2.5
Punjab,Faisalabad Division,Faisalabad,Mean Hours Work/Per Week,Rural,49,55.5,34.9
Punjab,Faisalabad Division,Faisalabad,Mean Hours Work/Per Week,Urban,52.7,54.8,39.8
Punjab,Faisalabad Division,Faisalabad,Total Population,Rural,4115578,2103917,2011294
Punjab,Faisalabad Division,Faisalabad,Total Population,Urban,3766866,1935015,1831390
Punjab,Faisalabad Division,Jhang,Working Age Population,Rural,1586000,788000,799000
Punjab,Faisalabad Division,Jhang,Working Age Population,Urban,475000,249000,226000
Punjab,Faisalabad Division,Jhang,Labour Force,Rural,862200,590000,272200
Punjab,Faisalabad Division,Jhang,Labour Force,Urban,162800,144200,18700
Punjab,Faisalabad Division,Jhang,Employed,Rural,846800,576800,270000
Punjab,Faisalabad Division,Jhang,Employed,Urban,154500,136900,17600
Punjab,Faisalabad Division,Jhang,Unemployed,Rural,15400,13200,2100
Punjab,Faisalabad Division,Jhang,Unemployed,Urban,8300,7300,1000
Punjab,Faisalabad Division,Jhang,Refined Participation Rate (%),Rural,54.4,74.9,34.1
Punjab,Faisalabad Division,Jhang,Refined Participation Rate (%),Urban,34.3,58,8.3
Punjab,Faisalabad Division,Jhang,Unemployment Rate (%),Rural,1.8,2.2,0.8
Punjab,Faisalabad Division,Jhang,Unemployment Rate (%),Urban,5.1,5.1,5.6
Punjab,Faisalabad Division,Jhang,Employment to Population Ratio (%),Rural,53.4,73.2,33.8
Punjab,Faisalabad Division,Jhang,Employment to Population Ratio (%),Urban,32.5,55,7.8
Punjab,Faisalabad Division,Jhang,Agriculture Employee (%),Rural,60.9,48.9,86.5
Punjab,Faisalabad Division,Jhang,Agriculture Employee (%),Urban,10.5,10.1,13.6
Punjab,Faisalabad Division,Jhang,Industry Employee (%),Rural,19,24,8.1
Punjab,Faisalabad Division,Jhang,Industry Employee (%),Urban,37.9,38.1,35.7
Punjab,Faisalabad Division,Jhang,Services Employee (%),Rural,20.1,27.1,5.3
Punjab,Faisalabad Division,Jhang,Services Employee (%),Urban,51.7,51.8,50.7
Punjab,Faisalabad Division,Jhang,Formal Activity (%),Rural,17.5,18,13.2
Punjab,Faisalabad Division,Jhang,Formal Activity (%),Urban,21.4,18.7,43.1
Punjab,Faisalabad Division,Jhang,Informal Activity (%),Rural,82.5,82,86.8
Punjab,Faisalabad Division,Jhang,Informal Activity (%),Urban,78.6,81.3,56.9
Punjab,Faisalabad Division,Jhang,Employers (%),All Areas,0.4,0.6,-
Punjab,Faisalabad Division,Jhang,Own Account Workers (%),All Areas,38.1,45,21
Punjab,Faisalabad Division,Jhang,Contributing Family  Workers (%),All Areas,30.5,15.1,68.7
Punjab,Faisalabad Division,Jhang,Employees (%),All Areas,31,39.3,10.3
Punjab,Faisalabad Division,Jhang,Literacy Rate (%),Rural,58.2,71,45.6
Punjab,Faisalabad Division,Jhang,Literacy Rate (%),Urban,77.6,82.3,72.3
Punjab,Faisalabad Division,Jhang,Underemployment Rate (%),Rural,1.2,1.6,0.3
Punjab,Faisalabad Division,Jhang,Underemployment Rate (%),Urban,2.8,3.1,-
Punjab,Faisalabad Division,Jhang,Mean Hours Work/Per Week,Rural,45.1,50.7,33.2
Punjab,Faisalabad Division,Jhang,Mean Hours Work/Per Week,Urban,50.4,52.1,36.9
Punjab,Faisalabad Division,Jhang,Total Population,Rural,2144201,1090484,1053555
Punjab,Faisalabad Division,Jhang,Total Population,Urban,598432,304444,293889
Punjab,Faisalabad Division,Toba Tek Singh,Working Age Population,Rural,1404000,707000,697000
